Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
"경리,회계직 유경험자 사원 모집 ",주식회사석무,그 외 기타 플라스틱 제품 제조업,,"경력
	                 	
	                 	   (최소 10년 0 개월 이상)
	                  	
                  필수",학력무관,"경기도   연천군  전곡읍 양연로 578, .","연봉
                  
                    
                      3,200만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151552403190021&rtnTarget=list1
"CNC선반 조작원, MCT 조작원 모집(초보가능) ",(주)한주,그 외 자동차용 신품 부품 제조업,중소기업,관계없음,학력무관,"경상북도   성주군  성주읍 성주산업단지로5길 104, (주)한주","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K140052403190031&rtnTarget=list2
양돈사양관리 ,두리농장,양돈업,,관계없음,학력무관,전북특별자치도   임실군  운암면 임운로 1772-53,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161132403190066&rtnTarget=list3
생산직 및 포장 사원 모집 ,다빛농산,그 외 기타 식료품 제조업,,관계없음,학력무관,경기도   평택시  청북읍 청북중앙로 796,"월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151712403190058&rtnTarget=list4
mct 단순 생산원 모집. Mencari pekerja sederhana. ,용일산업,자동차용 엔진 제조업,,관계없음,학력무관,"대구광역시   달서구  달구벌대로240길 25, 용일산업","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K140022403190051&rtnTarget=list5
법랑제조 관련 단순 종사원 모집 ,한국법랑 주식회사,가정용 비전기식 조리 및 난방 기구 제조업,중소기업,관계없음,학력무관,경상남도   김해시  분성로569번길 40  (어방동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312403190102&rtnTarget=list6
농사 쪽파 작업 ,최선만,작물재배 및 축산 복합농업,,관계없음,학력무관,충청남도   아산시  도고면 도고산로 179,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 10,000원",주 6일 근무,기간의 정함이 있는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112403190058&rtnTarget=list7
[주간/야간고정] 계란지단 단순 포장 사원 모집 ,(주)피너씨앤텍,상용 인력 공급 및 인사관리 서비스업,,관계없음,학력무관,충청북도   진천군  이월면 궁동길 51-21,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112403190055&rtnTarget=list8
농업관련 단순노무자 모집 ,워크맨,시설작물 재배업,,관계없음,학력무관,"경기도   이천시  장호원읍 어석로 119-35, .","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 있는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622403190021&rtnTarget=list9
대기업 골판지 상자 및 원단 생산직 인턴사원 모집 ,대영포장(주)발안공장,"펄프, 종이 및 종이제품 제조업",,관계없음,고졸,경기도   화성시  장안면 수정로 273,"시급
                  
                    
                    
                      
                      10,600원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    교육비제공
                    
                      식사제공(3식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403190121&rtnTarget=list10
출하검사 작업자 정규직 모집 ,우성산업,그 외 자동차용 신품 부품 제조업,,관계없음,학력무관,"경상남도   함안군  칠원읍 석전3길 35, 우성산업","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"식사제공(2식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131112403190027&rtnTarget=list1
비철금속 제련업 기계설비 유지보수(용접) 경력/신입 채용공고 ,(주)상신금속,"연 및 아연 제련, 정련 및 합금 제조업",중견기업,관계없음,학력무관,"경기도   안산시  단원구 번영1로 96, 상신금속 (성곡동, 시화공단4마402-2)","월급
                  
                    
                      300만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 400만원",주 5일 근무,기간의 정함이 있는 근로계약,"차량유지비제공
                    
                    
                      식사제공(3식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422403190047&rtnTarget=list2
농업단순노무자 모집 ,서율농장,작물 재배업,,관계없음,학력무관,"경기도   여주시  북내면 내룡길 33, 내룡리 198-2, 67-1","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622403190020&rtnTarget=list3
홀서빙 및 주방보조 채용 ,약선공양간,한식 일반 음식점업,,관계없음,학력무관,"충청남도   예산군  덕산면 수덕사안길 33-13, 1층","월급
                  
                    
                      210만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112403190045&rtnTarget=list4
