JobTitle,JobVolunteerExperience,RequiredExperienceMonths,PreferredExperienceMonths,JobVolunteerEducation,WeeklyWorkdays,Workdays,JobPayment,MinMonthlyPayment,MaxMonthlyPayment,JobContractType,JobBenefits,CompanyName,CompanyIndustry,CompanySize,CompanyLocation
(사)희망365 안산시 외국인주민 한국어교육 강사 모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
인사팀 신입/경력 채용 공고(정규직)-2명 ,관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,200만원 이상",2666666.0,,기간 무정함,통근버스제공 식사제공(1식),극동가스케트공업(주),자동차 차체용 신품 부품 제조업,중소기업,"인천광역시   남동구  남동대로 332  (남촌동, 37블럭 12롯트)"
양식원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),양식장,양식 어업,,"전라북도   군산시  옥도면 신시도1길 4, 인근해역 해태양식장"
농업관련단순노무자 모집 ,관계없음,,,학력무관,주 7일 근무,7,"시급 9,860원 이상",1577600.0,,기간 무정함,,수리재수농원,채소작물 재배업,,경기도   여주시  흥천면 수리재길 21
농업단순노무자 모집(버섯) ,관계없음,,,학력무관,주 6일 근무,6,월급 206만원 ~ 210만원,2060000.0,2100000.0,기간 무정함,기숙사제공 식사제공(1식),영농조합법인샘골버섯농산,작물재배 및 축산 복합농업,중소기업,경기도   이천시  율면 임오산로 602
선원모집 ,신입,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),보림수산,양식 어업,,경상북도   울진군  죽변면 죽변항길 97
(주)모노클-생산팀 사원 모집(외국인 가능) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,500만원 ~ 2,800만원",2083333.0,2333333.0,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),(주)모노클,광학렌즈 및 광학요소 제조업,중소기업,"충청북도   진천군  덕산읍 한천2길 13, 모노클"
자동차부품 사출 사원 모집 (주/야2교대) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,,(주)세경,그 외 자동차용 신품 부품 제조업,,"충청남도   아산시  도고면 덕암산로 376, 진테크 內"
"물류직,유통. ",신입,,,학력무관,주 6일 근무,6,"연봉 3,600만원 이상",3000000.0,,기간 무정함,식사제공(1식),선진물류주식회사,기타 보관 및 창고업,중소기업,경기도   평택시  서탄면 서탄로 448-15
생산직 사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,통근버스제공 식사제공(1식),유한회사 궁전글로벌,그 외 기타 식료품 제조업,,"충청남도   서천군  장항읍 장항산단7길 57, 2층"
정규직 경리 사무원 구인 ,관계없음,,,학력무관,주 5일 근무,5,월급 230만원 ~ 270만원,2300000.0,2700000.0,기간 무정함,식사제공(1식),에이제이테크주식회사,광학렌즈 및 광학요소 제조업,중소기업,경상남도   김해시  장유로55번안길 35-40  (부곡동)
[2024년 K-시흥 대규모 채용박람회]] 해외영업부(해외영업팀) / 경영지원부(회계팀 ) 직원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,900만원 이상",2416666.0,,기간 무정함,기숙사제공 차량유지비제공 교육비제공 식사제공(1식) 직원대출제도,주식회사한립,주형 및 금형 제조업,중소기업,경기도   시흥시  엠티브이27로 30  (정왕동)
한화오션(구 대우조선해양) 내 1차 협력업체 사상공 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(1식) 자녀학자금지원,선조산업(주),선박 구성 부분품 제조업,중소기업,"경상남도   거제시  거제대로 3370, 한화오션(주) 내 (아주동)"
함께 일하실 분 모집합니다. ,관계없음,,,학력무관,주 6일 근무,6,월급 265만원 이상,2650000.0,,기간 무정함,식사제공(2식),참뼈(현곡점),음식점업,,경상북도   경주시  현곡면 용담로 535-5
연근해 어업에 종사할 어선원 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,기숙사제공 식사제공(3식),백운수산,어업,중소기업,경상남도   남해군  이동면 성남로 188
경영지원(인사/노무/영업지원) 채용 공고 ,경력 (최소 1년 3 개월 이상) 우대,,15,학력무관,주 5일 근무,5,"연봉 2,472만원 이상",2060000.0,,기간 무정함,통근버스제공 식사제공(1식),주식회사주원이노베이션(JoowonInnovation),광학렌즈 및 광학요소 제조업,중소기업,충청남도   천안시  서북구 수레터1길 44  (차암동)
전장판넬 제작 및 로컬배선 외 정규직 직원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,월급 270만원 ~ 450만원,2700000.0,4500000.0,기간 무정함,식사제공(1식),(주)서진이엔지,전기회로 접속장치 제조업,,충청남도   아산시  음봉면 월암로 385  (주)서진이엔지
[2024년 K-시흥 대규모 채용박람회]] 생산직(MCT) 직원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 11,000원",1577600.0,1760000.0,기간 무정함,기숙사제공 식사제공(3식) 직원대출제도,한립금형강(주),주형 및 금형 제조업,중소기업,경기도   시흥시  엠티브이27로 30  (정왕동)
모듈러사업부 생산직 사원 모집 ,신입,,,학력무관,주 5일 근무,5,"시급 10,000원 이상",1600000.0,,기간 무정함,식사제공(1식),주식회사유창이앤씨,그 외 기타 건축 마무리 공사업,중견기업,충청남도   당진시  석문면 산단7로1길 133
[스위치부품생산] 사출공장 직원 구인 ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 ~ 206만원,2060000.0,2060000.0,기간 무정함,,재상전자주식회사,기타 전자부품 제조업,중소기업,"경기도   시흥시  구수미2길 18, 재상전자 사출사업부 (미산동)"
[자양동/2등급/여자/입주] 재가 요양보호사 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 340만원 ~ 340만원,3400000.0,3400000.0,기간 정함,,광진방문요양센터,방문 복지서비스 제공업,,"서울특별시   광진구  자양번영로11길 25  25, 송림식당 인근 주택거주 (자양동)"
생산직사원 모집(3조2교대) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 차량유지비제공,주식회사진성엠피,그 외 자동차용 신품 부품 제조업,,"경기도   화성시  마도면 마도공단로4길 17, (주)진성엠피 (인알파코리아 2공장 내)"
기계제작 설비 보조사원 모집 외국인 초보자우대 ,관계없음,,,학력무관,주 5일 근무,5,월급 250만원 ~ 300만원,2500000.0,3000000.0,기간 무정함,식사제공(1식),오버홀,그 외 기타 일반목적용 기계 제조업,,경기도   광주시  초월읍 도평길110번길 48-6
AI센터(정액생산) 생산직 구인합니다. ,신입,,,학력무관,주 5일 근무,5,월급 210만원 ~ 210만원,2100000.0,2100000.0,기간 무정함,식사제공(3식),농업회사법인 주식회사 팜스월드지지피 유전자연구소,양돈업,,"전북특별자치도   임실군  덕치면 장암2길 75, 관리사무소2층"
수산물 손질.가공.포장 생산직원을 구인합니다 ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,식사제공(1식),밥강도,수산동물 냉동품 제조업,중소기업,"전북특별자치도   군산시  내항2길 312, (수산가공동 402호) (해망동, 군산수산물특화단지)"
(주)삼광모터스 경영지원팀 사원 모집 ,관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,000만원 ~ 3,200만원",2500000.0,2666666.0,기간 무정함,통근버스제공 식사제공(2식),(주)삼광모터스,자동차용 신품 동력전달장치 제조업,중소기업,"경상남도   사천시  사남면 공단1로 59-6, 삼광모터스"
자동차부품 사출생산직 구함 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),대진산업,그 외 자동차용 신품 부품 제조업,,"경상북도   경주시  외동읍 대성안길 63, 대진산업"
제조 단순 종사원 ,신입,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(2식),주식회사 인탑테크노,그 외 기타 전자부품 제조업,중소기업,경기도   화성시  향남읍 발안공단로5길 106
"생산직 배합,압출사 모집 (외국인 근로자 포함) ",관계없음,,,학력무관,주 5일 근무,5,월급 210만원 ~ 240만원,2100000.0,2400000.0,기간 무정함,식사제공(1식),(주)경기에코텍,합성수지 및 기타 플라스틱 물질 제조업,중소기업,"경기도   화성시  장안면 신촌길 95, 경기에코텍"
음식점 서빙 ,관계없음,,,학력무관,주 6일 근무,6,월급 280만원 ~ 300만원,2800000.0,3000000.0,기간 무정함,,미소야 새터점,일식 음식점업,,"경기도   용인시  수지구 현암로 159, 미소야 (죽전동, 에코프라자)"
생산&가공 직원 모집(신입환영) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),주식회사덕윤다이캐스팅,알루미늄주물 주조업,중소기업,경기도   화성시  장안면 수촌길 120-59
종합건설 경리 (경력직) ,경력 (최소 5년 0 개월 이상) 필수,60,,학력무관,주 5일 근무,5,"연봉 3,600만원 ~ 3,600만원",3000000.0,3000000.0,기간 무정함,,주식회사현승건설,기타 토목시설물 건설업,중소기업,"광주광역시   남구  봉선중앙로131번길 17, 4층 (주월동, 4층)"
기계경비 출동대원 모집(인천지점) ,관계없음,,,학력무관,주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,,패트롤포콤주식회사,경비 및 경호 서비스업,,"인천광역시   남동구  인주대로 770, ３층 (구월동)"
온라인샵 포스터 커팅 작업 ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 10,000원",1600000.0,1600000.0,기간 무정함,,스튜디오혜다,예술품 및 골동품 소매업,,"세종특별자치시     시청대로 127, 301-3 (보람동)"
온라인샵 택배 박스 포장원 ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 10,000원",1600000.0,1600000.0,기간 무정함,,스튜디오혜다,예술품 및 골동품 소매업,,"세종특별자치시     시청대로 127, 301-3 (보람동)"
온라인샵 액자 조립 작업 ,관계없음,,,학력무관,주 5일 근무,5,"시급 12,000원 ~ 12,000원",1920000.0,1920000.0,기간 무정함,,스튜디오혜다,예술품 및 골동품 소매업,,"세종특별자치시     시청대로 127, 301-3 (보람동)"
경영기획팀 총무 관리자 충원합니다. ,경력 (최소 1년 0 개월 이상) 우대,,12,고졸 ~ 대졸(4년),주 6일 근무,6,"연봉 3,280만원 이상",2733333.0,,기간 무정함,식사제공(1식),(주)경희광주공장,그 외 기타 플라스틱 제품 제조업,,"광주광역시   광산구  하남산단3번로 14-12, 사무동 (경영기획팀)"
시설 요양보호사(격격일제) 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 221만원 ~ 221만원,2210000.0,2210000.0,기간 정함,,강변케어센터2,노인 요양 복지시설 운영업,,"서울특별시   광진구  구의강변로 35  35, 6층 (구의동)"
패션 디자이너 MD 정규직 채용공고 ,관계없음,,,학력무관,주 4일 근무,4,"연봉 2,000만원 ~ 2,100만원",1666666.0,1750000.0,기간 무정함,,주식회사 제이유퍼,모피제품 제조업,중소기업,"경기도   수원시  영통구 덕영대로1556번길 16, C동 138호(영통동,디지털엠파이어빌딩) (영통동, 영통디지텔엠파이어)"
파주시 법원리 화장품 파우더가루 생산직 모집 ,신입,,,학력무관,주 5일 근무,5,월급 250만원 ~ 270만원,2500000.0,2700000.0,기간 무정함,식사제공(1식),주식회사 엘에스켐코리아,화장품 제조업,중소기업,경기도   파주시  법원읍 술이홀로934번길 36
*[2024년 K-시흥 대규모 채용박람회] 생산관리 / 브레이카 단순조립원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,기숙사제공 식사제공(2식),주식회사지비,건설 및 채광용 기계장비 제조업,중소기업,"경기도   시흥시  엠티브이27로 30, 지비"
범용밀링기조작원 모집(5호기 밀링조작 경력자) ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 310만원 이상,3100000.0,,기간 무정함,식사제공(1식),주식회사 성화스틸,1차 금속제품 도매업,중소기업,경기도   안산시  단원구 번영2로 13
[생산부] 성남시 캔디업체 포장 담당자/주5일/정규직 전환(배합X) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 정함,식사제공(1식),（주）고궁,과자류 및 코코아 제품 제조업,중소기업,"경기도   성남시  중원구 둔촌대로 537  (상대원동, 쌍용아이티트윈타워)"
"건설업(교량) F.C.M교량상부공사 현장직구함(철근공,목공,보조공,등등 내국인+외국인) ",관계없음,,,학력무관,주 6일 근무,6,"일급 150,000원 ~ 210,000원",3000000.0,4200000.0,기간 정함,기숙사제공 식사제공(3식),（주）태성건설,콘크리트 및 철근 공사업,중소기업,경상남도   합천군  대병면 서부로 1860-35
인사/총무/원가 관리사원 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 3,000만원",2500000.0,2500000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),동방노보펌(주)화성지점,"금속 문, 창, 셔터 및 관련제품 제조업",,"경기도   화성시  장안면 장안로227번길 166-56, 화성지점"
[2024년 K-시흥 대규모 채용박람회]] 해외영업관리 직원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,500만원 ~ 4,000만원",2916666.0,3333333.0,기간 무정함,기숙사제공 식사제공(1식),주식회사지비,건설 및 채광용 기계장비 제조업,중소기업,"경기도   시흥시  엠티브이27로 30, 지비"
경력직 경리구함 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,"연봉 2,500만원 이상",2083333.0,,기간 정함,식사제공(3식),주식회사범주,그 외 기타 1차 철강 제조업,중소기업,충청북도   음성군  금왕읍 금일로284번길 68-38
